timestamp,heartbeat_age_seconds,database
2026-07-21T23:00:37.468538,45.08,ok
2026-07-21T23:00:39.474638,47.08,ok
2026-07-21T23:00:41.490768,49.1,ok
2026-07-21T23:00:43.497603,51.11,ok
